Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,brazil-national-team-2026,Brazil National Team 2026,Brazil,"The legendary yellow jersey of Selecao. Prepare for the World Cup with the official Brazil 2026 kit, featuring classical green details, jaguar print patterns integrated in the fabric, and the historic 5 stars. Player customization options: Patch Only, Vinicius Jr. #7, Neymar Jr. #10, Rodrygo #11. Patch options: FIFA World Cup Qualifiers Patch, No Patch.",published,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,,,,,TRUE,na-2,,S,BRAZIL-NATIONAL-TEAM-2026-S,,FALSE,TRUE,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,99.99,Size,S,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,brazil-national-team-2026,Brazil National Team 2026,Brazil,"The legendary yellow jersey of Selecao. Prepare for the World Cup with the official Brazil 2026 kit, featuring classical green details, jaguar print patterns integrated in the fabric, and the historic 5 stars. Player customization options: Patch Only, Vinicius Jr. #7, Neymar Jr. #10, Rodrygo #11. Patch options: FIFA World Cup Qualifiers Patch, No Patch.",published,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,,,,,TRUE,na-2,,M,BRAZIL-NATIONAL-TEAM-2026-M,,FALSE,TRUE,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,99.99,Size,M,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,brazil-national-team-2026,Brazil National Team 2026,Brazil,"The legendary yellow jersey of Selecao. Prepare for the World Cup with the official Brazil 2026 kit, featuring classical green details, jaguar print patterns integrated in the fabric, and the historic 5 stars. Player customization options: Patch Only, Vinicius Jr. #7, Neymar Jr. #10, Rodrygo #11. Patch options: FIFA World Cup Qualifiers Patch, No Patch.",published,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,,,,,TRUE,na-2,,L,BRAZIL-NATIONAL-TEAM-2026-L,,FALSE,TRUE,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,99.99,Size,L,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,brazil-national-team-2026,Brazil National Team 2026,Brazil,"The legendary yellow jersey of Selecao. Prepare for the World Cup with the official Brazil 2026 kit, featuring classical green details, jaguar print patterns integrated in the fabric, and the historic 5 stars. Player customization options: Patch Only, Vinicius Jr. #7, Neymar Jr. #10, Rodrygo #11. Patch options: FIFA World Cup Qualifiers Patch, No Patch.",published,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,,,,,TRUE,na-2,,XL,BRAZIL-NATIONAL-TEAM-2026-XL,,FALSE,TRUE,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,99.99,Size,XL,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,brazil-national-team-2026,Brazil National Team 2026,Brazil,"The legendary yellow jersey of Selecao. Prepare for the World Cup with the official Brazil 2026 kit, featuring classical green details, jaguar print patterns integrated in the fabric, and the historic 5 stars. Player customization options: Patch Only, Vinicius Jr. #7, Neymar Jr. #10, Rodrygo #11. Patch options: FIFA World Cup Qualifiers Patch, No Patch.",published,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,,,,,TRUE,na-2,,2XL,BRAZIL-NATIONAL-TEAM-2026-2XL,,FALSE,TRUE,215,30,25,2,610910,BR,,Dri-FIT ADV Polyester,,99.99,Size,2XL,https://images.unsplash.com/photo-1552667466-07770ae110d0?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,france-away-kit-2026,France Away Kit 2026,France,"Representing French class and style, the 2026 France Away Kit combines a clean white aesthetic with subtle retro pinstripes representing the colors of the Tricolore. Perfect for street styling or support. Player customization options: Patch Only, Mbappe #10, Griezmann #7. Patch options: Euro 2024 Sleeve Patch, FIFA World Champions Badge, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,,,,,TRUE,na-3,,S,FRANCE-AWAY-KIT-2026-S,,FALSE,TRUE,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,99.99,Size,S,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=800&q=80
,france-away-kit-2026,France Away Kit 2026,France,"Representing French class and style, the 2026 France Away Kit combines a clean white aesthetic with subtle retro pinstripes representing the colors of the Tricolore. Perfect for street styling or support. Player customization options: Patch Only, Mbappe #10, Griezmann #7. Patch options: Euro 2024 Sleeve Patch, FIFA World Champions Badge, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,,,,,TRUE,na-3,,M,FRANCE-AWAY-KIT-2026-M,,FALSE,TRUE,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,99.99,Size,M,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=800&q=80
,france-away-kit-2026,France Away Kit 2026,France,"Representing French class and style, the 2026 France Away Kit combines a clean white aesthetic with subtle retro pinstripes representing the colors of the Tricolore. Perfect for street styling or support. Player customization options: Patch Only, Mbappe #10, Griezmann #7. Patch options: Euro 2024 Sleeve Patch, FIFA World Champions Badge, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,,,,,TRUE,na-3,,L,FRANCE-AWAY-KIT-2026-L,,FALSE,TRUE,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,99.99,Size,L,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=800&q=80
,france-away-kit-2026,France Away Kit 2026,France,"Representing French class and style, the 2026 France Away Kit combines a clean white aesthetic with subtle retro pinstripes representing the colors of the Tricolore. Perfect for street styling or support. Player customization options: Patch Only, Mbappe #10, Griezmann #7. Patch options: Euro 2024 Sleeve Patch, FIFA World Champions Badge, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,,,,,TRUE,na-3,,XL,FRANCE-AWAY-KIT-2026-XL,,FALSE,TRUE,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,99.99,Size,XL,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=800&q=80
,france-away-kit-2026,France Away Kit 2026,France,"Representing French class and style, the 2026 France Away Kit combines a clean white aesthetic with subtle retro pinstripes representing the colors of the Tricolore. Perfect for street styling or support. Player customization options: Patch Only, Mbappe #10, Griezmann #7. Patch options: Euro 2024 Sleeve Patch, FIFA World Champions Badge, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,,,,,TRUE,na-3,,2XL,FRANCE-AWAY-KIT-2026-2XL,,FALSE,TRUE,205,30,25,2,610910,FR,,Eco-Friendly Recycled Polyester,,99.99,Size,2XL,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=800&q=80
,portugal-home-kit-2026,Portugal Home Kit 2026,Portugal,"Portugal's home identity wrapped in deep red and green. Inspired by the nation's naval exploration history, this premium shirt is built for peak performance and represents pride and passion. Player customization options: Patch Only, Ronaldo #7, Bruno Fernandes #8, Bernardo Silva #10. Patch options: Euro 2024 Sleeve Patch, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,,,,,TRUE,na-4,,S,PORTUGAL-HOME-KIT-2026-S,,FALSE,TRUE,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,99.99,Size,S,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,portugal-home-kit-2026,Portugal Home Kit 2026,Portugal,"Portugal's home identity wrapped in deep red and green. Inspired by the nation's naval exploration history, this premium shirt is built for peak performance and represents pride and passion. Player customization options: Patch Only, Ronaldo #7, Bruno Fernandes #8, Bernardo Silva #10. Patch options: Euro 2024 Sleeve Patch, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,,,,,TRUE,na-4,,M,PORTUGAL-HOME-KIT-2026-M,,FALSE,TRUE,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,99.99,Size,M,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,portugal-home-kit-2026,Portugal Home Kit 2026,Portugal,"Portugal's home identity wrapped in deep red and green. Inspired by the nation's naval exploration history, this premium shirt is built for peak performance and represents pride and passion. Player customization options: Patch Only, Ronaldo #7, Bruno Fernandes #8, Bernardo Silva #10. Patch options: Euro 2024 Sleeve Patch, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,,,,,TRUE,na-4,,L,PORTUGAL-HOME-KIT-2026-L,,FALSE,TRUE,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,99.99,Size,L,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,portugal-home-kit-2026,Portugal Home Kit 2026,Portugal,"Portugal's home identity wrapped in deep red and green. Inspired by the nation's naval exploration history, this premium shirt is built for peak performance and represents pride and passion. Player customization options: Patch Only, Ronaldo #7, Bruno Fernandes #8, Bernardo Silva #10. Patch options: Euro 2024 Sleeve Patch, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,,,,,TRUE,na-4,,XL,PORTUGAL-HOME-KIT-2026-XL,,FALSE,TRUE,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,99.99,Size,XL,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,portugal-home-kit-2026,Portugal Home Kit 2026,Portugal,"Portugal's home identity wrapped in deep red and green. Inspired by the nation's naval exploration history, this premium shirt is built for peak performance and represents pride and passion. Player customization options: Patch Only, Ronaldo #7, Bruno Fernandes #8, Bernardo Silva #10. Patch options: Euro 2024 Sleeve Patch, No Patch.",published,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,,,,,TRUE,na-4,,2XL,PORTUGAL-HOME-KIT-2026-2XL,,FALSE,TRUE,210,30,25,2,610910,PT,,VaporKnit High-Stretch Weave,,99.99,Size,2XL,https://images.unsplash.com/photo-1522778119026-d647f0596c20?w=800&q=80,https://images.unsplash.com/photo-1518604666860-9ed391f76460?w=800&q=80
,wireless-bluetooth-headphones,Wireless Bluetooth Headphones,Audio,"Over-ear wireless Bluetooth headphones with deep bass, plush ear cushions, and up to 30 hours of battery life. Great for commuting, workouts, or working from home.",published,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80,250,18,15,8,851830,CN,,ABS Plastic / Foam,,,,,,TRUE,ec-1,,Black,WIRELESS-BLUETOOTH-HEADPHONES-BLACK,,FALSE,TRUE,250,18,15,8,851830,CN,,ABS Plastic / Foam,,59.99,Color,Black,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80
,wireless-bluetooth-headphones,Wireless Bluetooth Headphones,Audio,"Over-ear wireless Bluetooth headphones with deep bass, plush ear cushions, and up to 30 hours of battery life. Great for commuting, workouts, or working from home.",published,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80,250,18,15,8,851830,CN,,ABS Plastic / Foam,,,,,,TRUE,ec-1,,White,WIRELESS-BLUETOOTH-HEADPHONES-WHITE,,FALSE,TRUE,250,18,15,8,851830,CN,,ABS Plastic / Foam,,59.99,Color,White,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80
,wireless-bluetooth-headphones,Wireless Bluetooth Headphones,Audio,"Over-ear wireless Bluetooth headphones with deep bass, plush ear cushions, and up to 30 hours of battery life. Great for commuting, workouts, or working from home.",published,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80,250,18,15,8,851830,CN,,ABS Plastic / Foam,,,,,,TRUE,ec-1,,Blue,WIRELESS-BLUETOOTH-HEADPHONES-BLUE,,FALSE,TRUE,250,18,15,8,851830,CN,,ABS Plastic / Foam,,59.99,Color,Blue,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80,https://images.unsplash.com/photo-1598900863662-da1c3e6dd9d9?w=800&q=80
,smart-watch,Smart Watch,Wearable Tech,"A sleek smartwatch with heart-rate tracking, sleep monitoring, GPS, and a bright AMOLED display. Water-resistant and compatible with iOS and Android.",published,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80,45,4.5,3.8,1.2,851762,CN,,Aluminum / Silicone,,,,,,TRUE,ec-2,,Black,SMART-WATCH-BLACK,,FALSE,TRUE,45,4.5,3.8,1.2,851762,CN,,Aluminum / Silicone,,129.99,Color,Black,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80
,smart-watch,Smart Watch,Wearable Tech,"A sleek smartwatch with heart-rate tracking, sleep monitoring, GPS, and a bright AMOLED display. Water-resistant and compatible with iOS and Android.",published,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80,45,4.5,3.8,1.2,851762,CN,,Aluminum / Silicone,,,,,,TRUE,ec-2,,Silver,SMART-WATCH-SILVER,,FALSE,TRUE,45,4.5,3.8,1.2,851762,CN,,Aluminum / Silicone,,129.99,Color,Silver,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80
,smart-watch,Smart Watch,Wearable Tech,"A sleek smartwatch with heart-rate tracking, sleep monitoring, GPS, and a bright AMOLED display. Water-resistant and compatible with iOS and Android.",published,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80,45,4.5,3.8,1.2,851762,CN,,Aluminum / Silicone,,,,,,TRUE,ec-2,,Rose Gold,SMART-WATCH-ROSE-GOLD,,FALSE,TRUE,45,4.5,3.8,1.2,851762,CN,,Aluminum / Silicone,,129.99,Color,Rose Gold,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80,https://images.unsplash.com/photo-1722153105551-cfea928e80de?w=800&q=80
